Loharano,Faritra,Daty,MRC Rt,Tily Genexpert,Tily ara-potoana,Tilytot tvm,Tilyvoatomb,Tily,Voa,Voatomb,Voavao tvm,Tsyvoa,Tsyvoatomb,Tilym,Voareh ilain,Voareh tomb,Voareh tvm,Sitranreh ilain,Sitranvao tvm,Sitranreh tvm,,Fahasarotana,Nodimandry vao,Nodimandry reh,Tahatsv,Tahasitr,MRC Rt,
FB-TVM,Port-Berger,2020-8-06,,,,,,,,,,,0,,,,,,2,,,,0,,,,,
FB-TVM,Mandritsara,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Antsohihy,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mampikony,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Bongolava,2020-8-06,,,,,,,,2,2,,-2,,,,,,5,,,,0,,,,,
FB-TVM,Tsiroanomandidy,2020-8-06,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
FB-TVM,Atsimoandrefana,2020-8-06,,,,,,,,3,3,,-3,,,,,,1,,,,2,,,,,
FB-TVM,Toliara,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Boeny,2020-8-06,,,,,,,,10,10,,-10,,,,,,4,,,,0,,,,,
FB-TVM,Mahajanga,2020-8-06,,,,,,,,10,10,,-10,,,,,,,,,,,,,,,
FB-TVM,Ambatoboeny,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Betsiboka,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Maevatanana,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Diana,2020-8-06,,,,,,,,0,0,,0,,,,,,0,,,,1,,,,,
FB-TVM,Atsiranana,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambanja,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambilobe,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Nosy Be Hellville,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sava,2020-8-06,,,,,,,,2,2,,-2,,,,,,0,,,,0,,,,,
FB-TVM,Sambava,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vohemar,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Andapa,2020-8-06,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
FB-TVM,Antalaha,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Taolagnaro,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Anosy,2020-8-06,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Madagasikara,2020-8-07,,3400,,47022,798,798,,182,182,,616,,,12708,12708,,264,10412,,,1,135,0.7719,0.8193,,
FB-TVM,Antananarivo,2020-8-07,,,,,,,,141,141,,-141,,,,,,212,,,,0,,,,,
FB-TVM,Vakinakaratra,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Alaotra,2020-8-07,,,,,,,,0,0,,0,,,,,,8,,,,0,,,,,
FB-TVM,Moramanga,2020-8-07,,,,,,,,,,,0,,,,,,2,,,,,,,,,
FB-TVM,Ambatondrazaka,2020-8-07,,,,,,,,,,,0,,,,,,6,,,,,,,,,
FB-TVM,Itasy,2020-8-07,,,,,,,,2,2,,-2,,,,,,0,,,,0,,,,,
FB-TVM,Soavinandriana,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Miarinarivo,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Arivonimamo,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Toamasina,2020-8-07,,,,,,,,1,1,,-1,,,,,,12,,,,1,,,,,
FB-TVM,Sainte Marie,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Soanerana Ivongo,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Fenoarivo Atsinanana,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Analanjirofo,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Amboharoy,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Matsiatra,2020-8-07,,,,,,,,9,9,,-9,,,,,,2,,,,0,,,,,
FB-TVM,Fianarantsoa,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambositra,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mania,2020-8-07,,,,,,,,2,2,,-2,,,,,,0,,,,0,,,,,
FB-TVM,Ihorombe,2020-8-07,,,,,,,,8,8,,-8,,,,,,0,,,,0,,,,,
FB-TVM,Ihosy,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Menabe,2020-8-07,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
FB-TVM,Morondava,2020-8-07,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
FB-TVM,Ifanadiana,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vatovavy,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sofia,2020-8-07,,,,,,,,1,1,,-1,,,,,,0,,,,0,,,,,
FB-TVM,Port-Berger,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mandritsara,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Antsohihy,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mampikony,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Bongolava,2020-8-07,,,,,,,,0,0,,0,,,,,,13,,,,0,,,,,
FB-TVM,Atsimoandrefana,2020-8-07,,,,,,,,7,7,,-7,,,,,,12,,,,0,,,,,
FB-TVM,Toliara,2020-8-07,,,,,,,,7,7,,-7,,,,,,,,,,,,,,,
FB-TVM,Boeny,2020-8-07,,,,,,,,6,6,,-6,,,,,,9,,,,0,,,,,
FB-TVM,Mahajanga,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambatoboeny,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Betsiboka,2020-8-07,,,,,,,,2,2,,-2,,,,,,0,,,,0,,,,,
FB-TVM,Maevatanana,2020-8-07,,,,,,,,2,2,,-2,,,,,,0,,,,0,,,,,
FB-TVM,Diana,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Atsiranana,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambanja,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambilobe,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Nosy Be Hellville,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sava,2020-8-07,,,,,,,,0,0,,0,,,,,,4,,,,0,,,,,
FB-TVM,Sambava,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vohemar,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Andapa,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Antalaha,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Taolagnaro,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Anosy,2020-8-07,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Androy,2020-8-07,,,,,,,,0,0,,0,,,,,,1,,,,0,,,,,
FB-TVM,Madagasikara,2020-8-08,,3551,,47759,888,888,,214,214,,674,,,12922,12922,,192,10604,,,6,141,0.759,0.8206,,
FB-TVM,Antananarivo,2020-8-08,,,,,,,,129,129,,-129,,,,,,136,,,,3,,,,,
FB-TVM,Vakinakaratra,2020-8-08,,,,,,,,20,20,,-20,,,,,,0,,,,2,,,,,
FB-TVM,Antsirabe,2020-8-08,,,,,,,,19,19,,-19,,,,,,,,,,,,,,,
FB-TVM,Betafo,2020-8-08,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
FB-TVM,Amparafaravola,2020-8-08,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
FB-TVM,Ambatondrazaka,2020-8-08,,,,,,,,21,21,,-21,,,,,,22,,,,0,,,,,
FB-TVM,Moramanga,2020-8-08,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
FB-TVM,Alaotra,2020-8-08,,,,,,,,26,26,,-26,,,,,,22,,,,0,,,,,
FB-TVM,Itasy,2020-8-08,,,,,,,,0,0,,0,,,,,,4,,,,0,,,,,
FB-TVM,Arivonimamo,2020-8-08,,,,,,,,,,,0,,,,,,4,,,,0,,,,,
FB-TVM,Toamasina,2020-8-08,,,,,,,,1,1,,-1,,,,,,2,,,,0,,,,,
FB-TVM,Sainte Marie,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Fenoarivo Atsinanana,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Soanerana Ivongo,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vavatenina,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Analanjirofo,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Matsiatra,2020-8-08,,,,,,,,15,15,,-15,,,,,,0,,,,1,,,,,
FB-TVM,Mania,2020-8-08,,,,,,,,4,4,,-4,,,,,,0,,,,0,,,,,
FB-TVM,Ambositra,2020-8-08,,,,,,,,4,4,,-4,,,,,,,,,,,,,,,
FB-TVM,Ihosy,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vatovavy,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mananjary,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Farafangana,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Morondava,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Manakara,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Atsimoatsinanana,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vaingandrano,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ifanadiana,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sofia,2020-8-08,,,,,,,,0,0,,0,,,,,,4,,,,0,,,,,
FB-TVM,Mandritsara,2020-8-08,,,,,,,,,,,0,,,,,,1,,,,,,,,,
FB-TVM,Port-Berger,2020-8-08,,,,,,,,,,,0,,,,,,3,,,,,,,,,
FB-TVM,Bongolava,2020-8-08,,,,,,,,0,0,,0,,,,,,5,,,,0,,,,,
FB-TVM,Tsiroanomandidy,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Atsimoandrefana,2020-8-08,,,,,,,,1,1,,-1,,,,,,1,,,,0,,,,,
FB-TVM,Boeny,2020-8-08,,,,,,,,11,11,,-11,,,,,,3,,,,0,,,,,
FB-TVM,Mahajanga,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Maevatanana,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Kandreho,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Betsiboka,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Diana,2020-8-08,,,,,,,,0,0,,0,,,,,,15,,,,0,,,,,
FB-TVM,Atsiranana,2020-8-08,,,,,,,,,,,0,,,,,,1,,,,,,,,,
FB-TVM,Ambanja,2020-8-08,,,,,,,,,,,0,,,,,,11,,,,,,,,,
FB-TVM,Ambilobe,2020-8-08,,,,,,,,,,,0,,,,,,3,,,,,,,,,
FB-TVM,Nosy Be Hellville,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sava,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Taolagnaro,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ihorombe,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Anosy,2020-8-08,,,,,,,,3,3,,-3,,,,,,0,,,,0,,,,,
FB-TVM,Ambovombe,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Tsihombe,2020-8-08,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Madagasikara,2020-8-09,,3625,,46498,813,813,,164,164,,649,,,13086,13086,,212,10816,,,7,148,0.7983,0.8265,,
FB-TVM,Antananarivo,2020-8-09,,,,,,,,127,127,,-127,,,,,,190,,,,5,,,,,
FB-TVM,Vakinakaratra,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Alaotra,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Moramanga,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambatondrazaka,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Itasy,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Soavinandriana,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Miarinarivo,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Arivonimamo,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Toamasina,2020-8-09,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
FB-TVM,Sainte Marie,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Soanerana Ivongo,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Fenoarivo Atsinanana,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Analanjirofo,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Amboharoy,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Matsiatra,2020-8-09,,,,,,,,0,0,,0,,,,,,1,,,,1,,,,,
FB-TVM,Fianarantsoa,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambositra,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mania,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ihosy,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Menabe,2020-8-09,,,,,,,,12,12,,-12,,,,,,0,,,,0,,,,,
FB-TVM,Morondava,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Atsimoatsinanana,2020-8-09,,,,,,,,3,3,,-3,,,,,,0,,,,0,,,,,
FB-TVM,Vaingandrano,2020-8-09,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
FB-TVM,Ifanadiana,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vatovavy,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sofia,2020-8-09,,,,,,,,1,1,,-1,,,,,,0,,,,0,,,,,
FB-TVM,Port-Berger,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mandritsara,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Antsohihy,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mampikony,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Bongolava,2020-8-09,,,,,,,,0,0,,0,,,,,,12,,,,0,,,,,
FB-TVM,Atsimoandrefana,2020-8-09,,,,,,,,2,2,,-2,,,,,,2,,,,0,,,,,
FB-TVM,Toliara,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Boeny,2020-8-09,,,,,,,,6,6,,-6,,,,,,3,,,,0,,,,,
FB-TVM,Mahajanga,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambatoboeny,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Betsiboka,2020-8-09,,,,,,,,3,3,,-3,,,,,,0,,,,1,,,,,
FB-TVM,Maevatanana,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Diana,2020-8-09,,,,,,,,12,12,,-12,,,,,,0,,,,0,,,,,
FB-TVM,Atsiranana,2020-8-09,,,,,,,,7,7,,-7,,,,,,,,,,,,,,,
FB-TVM,Ambanja,2020-8-09,,,,,,,,5,5,,-5,,,,,,,,,,,,,,,
FB-TVM,Ambilobe,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Nosy Be Hellville,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sava,2020-8-09,,,,,,,,0,0,,0,,,,,,1,,,,0,,,,,
FB-TVM,Sambava,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vohemar,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Andapa,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Antalaha,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Taolagnaro,2020-8-09,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Anosy,2020-8-09,,,,,,,,1,1,,-1,,,,,,0,,,,0,,,,,
FB-TVM,Madagasikara,2020-8-10,,3657,,49228,762,762,,116,116,,646,,,13202,13202,,195,11011,,,3,151,0.8478,0.834,,
FB-TVM,Antananarivo,2020-8-10,,,,,,,,99,99,,-99,,,,,,177,,,,3,,,,,
FB-TVM,Vakinakaratra,2020-8-10,,,,,,,,0,0,,0,,,,,,5,,,,0,,,,,
FB-TVM,Ambatondrazaka,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Moramanga,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Alaotra,2020-8-10,,,,,,,,0,0,,0,,,,,,4,,,,0,,,,,
FB-TVM,Itasy,2020-8-10,,,,,,,,1,1,,-1,,,,,,0,,,,0,,,,,
FB-TVM,Soavinandriana,2020-8-10,,,,,,,,1,1,,-1,,,,,,0,,,,0,,,,,
FB-TVM,Toamasina,2020-8-10,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
FB-TVM,Sainte Marie,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Fenoarivo Atsinanana,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Soanerana Ivongo,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vavatenina,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Analanjirofo,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Matsiatra,2020-8-10,,,,,,,,0,0,,0,,,,,,1,,,,0,,,,,
FB-TVM,Amorin'i Mania,2020-8-10,,,,,,,,2,2,,-2,,,,,,0,,,,0,,,,,
FB-TVM,Ambositra,2020-8-10,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
FB-TVM,Ihosy,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vatovavy,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mananjary,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Farafangana,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Morondava,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Manakara,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Atsimoatsinanana,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vaingandrano,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ifanadiana,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sofia,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mandritsara,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Port-Berger,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Bongolava,2020-8-10,,,,,,,,0,0,,0,,,,,,4,,,,0,,,,,
FB-TVM,Tsiroanomandidy,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Atsimoandrefana,2020-8-10,,,,,,,,3,3,,-3,,,,,,2,,,,0,,,,,
FB-TVM,Boeny,2020-8-10,,,,,,,,11,11,,-11,,,,,,0,,,,0,,,,,
FB-TVM,Mahajanga,2020-8-10,,,,,,,,11,11,,-11,,,,,,,,,,,,,,,
FB-TVM,Maevatanana,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Kandreho,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Betsiboka,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Diana,2020-8-10,,,,,,,,0,0,,0,,,,,,1,,,,0,,,,,
FB-TVM,Atsiranana,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambanja,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambilobe,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Nosy Be Hellville,2020-8-10,,,,,,,,0,0,,0,,,,,,1,,,,0,,,,,
FB-TVM,Sava,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Taolagnaro,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ihorombe,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Anosy,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Androy,2020-8-10,,,,,,,,0,0,,0,,,,,,1,,,,0,,,,,
FB-TVM,Ambovombe,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Tsihombe,2020-8-10,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Madagasikara,2020-8-11,,3798,,49742,655,655,,115,115,,540,,,13317,13317,,265,11276,,,1,152,0.8244,0.8467,,
FB-TVM,Antananarivo,2020-8-11,,,,,,,,43,43,,-43,,,,,,240,,,,1,,,,,
FB-TVM,Vakinakaratra,2020-8-11,,,,,,,,29,29,,-29,,,,,,0,,,,0,,,,,
FB-TVM,Antsirabe,2020-8-11,,,,,,,,27,27,,-27,,,,,,,,,,,,,,,
FB-TVM,Betafo,2020-8-11,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
FB-TVM,Antanifotsy,2020-8-11,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
FB-TVM,Alaotra,2020-8-11,,,,,,,,14,14,,-14,,,,,,8,,,,0,,,,,
FB-TVM,Moramanga,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambatondrazaka,2020-8-11,,,,,,,,14,14,,-14,,,,,,,,,,,,,,,
FB-TVM,Itasy,2020-8-11,,,,,,,,1,1,,-1,,,,,,0,,,,0,,,,,
FB-TVM,Soavinandriana,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Miarinarivo,2020-8-11,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
FB-TVM,Arivonimamo,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Toamasina,2020-8-11,,,,,,,,1,1,,-1,,,,,,1,,,,0,,,,,
FB-TVM,Sainte Marie,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Soanerana Ivongo,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Fenoarivo Atsinanana,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Analanjirofo,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Amboharoy,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Matsiatra,2020-8-11,,,,,,,,0,0,,0,,,,,,3,,,,0,,,,,
FB-TVM,Fianarantsoa,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambositra,2020-8-11,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
FB-TVM,Mania,2020-8-11,,,,,,,,3,3,,-3,,,,,,0,,,,0,,,,,
FB-TVM,Ihosy,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Morondava,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ifanadiana,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Vatovavy,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sofia,2020-8-11,,,,,,,,1,1,,-1,,,,,,4,,,,0,,,,,
FB-TVM,Port-Berger,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Mandritsara,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Antsohihy,2020-8-11,,,,,,,,1,1,,-1,,,,,,4,,,,0,,,,,
FB-TVM,Mampikony,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Bongolava,2020-8-11,,,,,,,,0,0,,0,,,,,,4,,,,0,,,,,
FB-TVM,Atsimoandrefana,2020-8-11,,,,,,,,10,10,,-10,,,,,,5,,,,0,,,,,
FB-TVM,Toliara,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Boeny,2020-8-11,,,,,,,,10,10,,-10,,,,,,0,,,,0,,,,,
FB-TVM,Mahajanga,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambatoboeny,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Betsiboka,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Maevatanana,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Diana,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Atsiranana,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambanja,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Ambilobe,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Nosy Be Hellville,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sava,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
FB-TVM,Sambava,2020-8-11,,,,,,,,,,,0,,,,,,,,,,,,,,,
